filler,1
INST301,3
INST311,3
INST314,3
INST326,3
FREE ELECTIVE,3
MAJOR ELECTIVE,3
INST327,3
INST352,3
INST362,3
FREE ELECTIVE,3
MAJOR ELECTIVE,3
INST346,3
INST335,3
INST490,3
FREE ELECTIVE,3
MAJOR ELECTIVE,3
ENGL394,3
FREE ELECTIVE,3
MAJOR ELECTIVE,3
MAJOR ELECTIVE,3
